Model,Cluster,Component,Feature
arch models example resourcebudgets dcs dualtier ,19,dca iop sense sense actuate app filter control hw canbus pcibus m pc pc,power canbusaccess sensorin sensorin actuatorout sensorin sensorin actuatorout sensorin senseout sensorin senseout controlin actuatorout signalout signalin signalout signalin controlin actuate samplingin samplingin controlout sensorraw sensorraw sensorfiltered sensorfiltered actuatesensor power canbusaccess power power power pci power cb pci power cb pci
arch models example resourcebudgets dcs singletier ,18,dca hw,power canbusaccess sensorin sensorin actuatorout sensorin sensorin actuatorout power canbusaccess
arch models example resourcebudgets dcs singletier ,19,dca hw canbus pci ram cpu,power canbusaccess sensorin sensorin actuatorout sensorin sensorin actuatorout power canbusaccess power power power pci power cb pci
arch models example resourcebudgets dcs singletier ,19,hw canbus pci ram cpu dca iop sense sense actuate app filter control,power canbusaccess sensorin sensorin actuatorout power canbusaccess power power power pci power cb pci sensorin sensorin actuatorout sensorin senseout sensorin senseout controlin actuatorout signalout signalin signalout signalin controlin actuate samplingin samplingin controlout sensorraw sensorraw sensorfiltered sensorfiltered actuatesensor
arch models example resourcebudgets mysystem tier ,18,epsu grid scs sensor sensor actuator dcs dca hw,supplier supplier consumer power power sensorout canbusaccess power sensorout canbusaccess power actuatorin canbusaccess power canbusaccess sensorin sensorin actuatorout sensorin sensorin actuatorout power canbusaccess
arch models example resourcebudgets mysystem tier ,19,epsu grid scs sensor sensor actuator dcs hw canbus pci ram cpu dca iop sense sense actuate app filter control,supplier supplier consumer power power sensorout canbusaccess power sensorout canbusaccess power actuatorin canbusaccess power canbusaccess sensorin sensorin actuatorout power canbusaccess power power power pci power cb pci sensorin sensorin actuatorout sensorin senseout sensorin senseout controlin actuatorout signalout signalin signalout signalin controlin actuate samplingin samplingin controlout sensorraw sensorraw sensorfiltered sensorfiltered actuatesensor
arch models example resourcebudgets platform dual ,19,canbus pcibus m pc pc,power canbusaccess power power power pci power cb pci power cb pci
arch models example resourcebudgets platform single ,19,canbus pci ram cpu,power canbusaccess power power power pci power cb pci
arch models example resourcebudgets scs dualtier ,19,sensor sensor actuator dcs dca iop sense sense actuate app filter control hw canbus pcibus m pc pc,power power sensorout canbusaccess power sensorout canbusaccess power actuatorin canbusaccess power canbusaccess sensorin sensorin actuatorout sensorin sensorin actuatorout sensorin senseout sensorin senseout controlin actuatorout signalout signalin signalout signalin controlin actuate samplingin samplingin controlout sensorraw sensorraw sensorfiltered sensorfiltered actuatesensor power canbusaccess power power power pci power cb pci power cb pci
arch models example resourcebudgets scs tier ,18,sensor sensor actuator dcs dca hw,power power sensorout canbusaccess power sensorout canbusaccess power actuatorin canbusaccess power canbusaccess sensorin sensorin actuatorout sensorin sensorin actuatorout power canbusaccess
arch models example resourcebudgets scs tier ,19,sensor sensor actuator dcs dca hw canbus pci ram cpu,power power sensorout canbusaccess power sensorout canbusaccess power actuatorin canbusaccess power canbusaccess sensorin sensorin actuatorout sensorin sensorin actuatorout power canbusaccess power power power pci power cb pci
arch models example resourcebudgets scs tier ,19,sensor sensor actuator dcs hw canbus pci ram cpu dca iop sense sense actuate app filter control,power power sensorout canbusaccess power sensorout canbusaccess power actuatorin canbusaccess power canbusaccess sensorin sensorin actuatorout power canbusaccess power power power pci power cb pci sensorin sensorin actuatorout sensorin senseout sensorin senseout controlin actuatorout signalout signalin signalout signalin controlin actuate samplingin samplingin controlout sensorraw sensorraw sensorfiltered sensorfiltered actuatesensor
authinaadl resolute check dataflow integration i ,22,rcv snd mid,datain dataout datain dataout
automodelcheckergeneration aviation supervised ,4,gcas tcas geof supervisor,timetofailure timetorecovery p1 p2 p3 altitude timetorecovery timetofailure nearestintruderaltitude nearestintrudergrounddistance nearestintruderlongitude ownaltitude in ownheading ownverticalvelocity ownlatitude ownlongitude requiredverticalvelocity timetorecovery timetofailure timetorecovery timetofailure gcas timetofailure tcas timetofailure geof timetofailure timetofailure gcas timetorecovery tcas timetorecovery geof timetorecovery timetorecovery p1 p2 p3
aviationrequirementmodeling agree temperature integration ,7,temp control heater cooler controller voter user panel sensor sensor,temp temp user request enabled enabled tempin user request heater on cooler on tempin tempin tempout cmd dataout dataout
aviationrequirementmodeling agree temperature integration ,7,temp control heater cooler controller voter user panel sensor sensor,temp temp user request enabled enabled tempin user request heater on cooler on tempin tempin tempout cmd dataout dataout
aviationrequirementmodeling agree temperature temp control i ,7,heater cooler controller voter,temp temp user request enabled enabled tempin user request heater on cooler on tempin tempin tempout
aviationrequirementmodeling agree temperature temp control i ,7,heater cooler controller voter,temp temp user request enabled enabled tempin user request heater on cooler on tempin tempin tempout
aviationrequirementmodeling aviatecontrollevel aviate control level aviate control level ,3,gcasm acasm sam gfm wxm flsm pc dmc swt,inacl inaircraftstate outaclvv outacldeltaheading outaclairspeed altitude verticalvelocity outimpact outrecovery gcasrequested latitude longitude distance outimpact outrecovery acasrequested horzdistance vertdistance sarequested latitude longitude distance gfrequested latitude longitude distance wxrequested linkconnection landingrequested inppc outpc inpgcasm inpgcasimpact inpgcasrecovery inpsam inpacasm inpacasimpact inpacasrecovery inpgfm inpwxm inpfls outdec inpdecider inppc outswitchvv outswitchdeltaheading outswitchairspeed
aviationrequirementmodeling aviatecontrollevel aviate control level aviate control level ,3,gcasm acasm sam gfm wxm flsm pc dmc swt,inacl inaircraftstate outaclvv outacldeltaheading outaclairspeed altitude verticalvelocity outimpact outrecovery gcasrequested latitude longitude distance outimpact outrecovery acasrequested horzdistance vertdistance sarequested latitude longitude distance gfrequested latitude longitude distance wxrequested linkconnection landingrequested inppc outpc inpgcasm inpgcasimpact inpgcasrecovery inpsam inpacasm inpacasimpact inpacasrecovery inpgfm inpwxm inpfls outdec inpdecider inppc outswitchvv outswitchdeltaheading outswitchairspeed
aviationrequirementmodeling aviation supervised ,5,gcas tcas geof supervisor,timetofailure timetorecovery p1 p2 p3 altitude timetorecovery timetofailure nearestintruderaltitude nearestintrudergrounddistance nearestintruderlongitude ownaltitude in ownheading ownverticalvelocity ownlatitude ownlongitude requiredverticalvelocity timetorecovery timetofailure timetorecovery timetofailure gcas timetofailure tcas timetofailure geof timetofailure timetofailure gcas timetorecovery tcas timetorecovery geof timetorecovery timetorecovery p1 p2 p3
aviationrequirementmodeling aviation supervised ,5,gcas tcas geof supervisor,timetofailure timetorecovery p1 p2 p3 altitude timetorecovery timetofailure nearestintruderaltitude nearestintrudergrounddistance nearestintruderlongitude ownaltitude in ownheading ownverticalvelocity ownlatitude ownlongitude requiredverticalvelocity timetorecovery timetofailure timetorecovery timetofailure gcas timetofailure tcas timetofailure geof timetofailure timetofailure gcas timetorecovery tcas timetorecovery geof timetorecovery timetorecovery p1 p2 p3
aviationrequirementmodeling tcas tcas ,5,surveillance instrumentation trajectoryextrapolation threatdetection maneuvertemplates responseselection,nearestintruderaltitude nearestintrudergrounddistance nearestintruderlongitude ownaltitude ownheading ownverticalvelocity ownlatitude ownlongitude requiredverticalvelocity nearestintruderaltitude in nearestintrudergrounddistance in nearestintruderlongitude in nearestintruderaltitude nearestintrudergrounddistance nearestintruderlongitude altitude in heading in verticalvelocity in ownlatitude in ownlongitude in altitude heading verticalvelocity ownlatitude ownlongitude nearestintruderaltitude projectedintruderaltitude altitude heading verticalvelocity nearestintruderaltitude nearestintrudergrounddistance threatdetected samealtitudegoup samealtitudegodown bottomintrusion topintrusion threatdetected threataltitude ownaltitude ownlongitude threatlongitude requiredverticalvelocity
