Model,Cluster,Component,Feature
aps communication architecture mobilegnetwork apscommunication,4,connection 5g connection 5g rcc,apscommunication rcccommunication cloudcommunication ssscommunication clientconnection serverconnection clientconnection serverconnection
aps communication architecture overall apscommunicationarchitecture,27,aps internetmodule rccapsmodule trafficmodule emergencycontrolmodule switch corecommunication switch backup corecommunication primarywanloadbalancer secondarywanloadbalancer asc asc colavandssitaw asc process asc id asc discover asc cda asc cp asc cam asc mv asc s asc vm asc dk nicteaming networkandsystemmanagement nicteaming uam connectivitymanager process ni tpc trc qosc nmt nsu nsm nsc ndbc digitallogbook ism nicteaming siem asc backup colavandssitaw backup asc process asc id asc discover asc cda asc cp asc cam asc mv asc s asc vm asc dk nicteaming networkandsystemmanagement backup nicteaming uam connectivitymanager process ni tpc trc qosc nmt nsu nsm nsc ndbc digitallogbook ism backup nicteaming siem machinerysystem iocard iocard azimuththruster azimuththruster azimuththruster azimuththruster navigationsystem lidar lidar radar radar radar eo eo eo domecamera ircamera spu spu spu radar spu spu eo lidar lidar eo radar senseorswitch gnss imu gnss security gnss id rtk uhf gnssreceiver senseorswitch backup gnssreceiver gnss imu backup gnss security gnss id safetysystem generaliomodule userpanel alarm lantern anchordrop horn bm emergencybuttontransmitter epb emergencycommunicationmodule id id rcc dpjoystic networkandsystemmanagement nicteaming uam connectivitymanager process ni tpc trc qosc nmt nsu nsm nsc ndbc digitallogbook ism nicteaming siem id internetmodule rccapsmodule trafficmodule controlcomputer asc process asc id asc discover asc cda asc cp asc cam asc mv asc s asc vm asc dk nicteaming primarywanloadbalancer secondarywanloadbalancer ect ect emergencymodule ect emergencybuttonreceiver ss shoresensormodule ti ti trafficmodule ship ship trafficmodule stakeholder apsstakeholder cloudcomponent communicationhubserver mobilegnetwork connection 5g connection 5g rcc aidstonavigation rtkbasestation gnsstransmitter,internetaccess aiscommunication rcccommunication radiocommunication uhfpositioncorrection gnsssignal mobilecommunication uplinkdownlinkport managementport eth eth controlport eth eth wirelessport controlport dataport navdataport gnsssignal controlport eth eth eth eth wirelessport eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth redundancyport eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth redundancyport primarywan secondarywan eth eth eth eth eth eth eth eth redundancyport primarywan secondarywan eth eth eth eth eth eth eth eth redundancyport colavandssitaw main colavandssitaw main colavandssitaw backup colavandssitaw backup ec nsm main nsm main nsm backup nsm backup ism main ism main ism backup ism backup colavandssitaw primary colavandssitaw secondary networkandsystemmanagement primary networkandsystemmanagement secondary ism primar ism secondary eth eth dataport emergencydataport dataport maindataport maindataport backupdataport maindataport backupdataport maindataport maindataport backupdataport maindataport maindataport maindataport veth veth teamedeth eth eth veth veth teamedeth dataport dataport dataport et et veth veth teamedeth dataport colavandssitaw backup primary colavandssitaw backup secondary networkandsystemmanagement backup primary networkandsystemmanagement backup secondary ism backup primar ism backup secondary emergencycontrolport eth eth emergencyport dataport emergencydataport dataport maindataport maindataport backupdataport maindataport backupdataport maindataport maindataport backupdataport maindataport maindataport maindataport veth veth teamedeth eth eth veth veth teamedeth dataport dataport dataport et et veth veth teamedeth dataport maindataport maindataport backupdataport backupdataport signalport signalport eth eth signalport signalport eth eth signalport signalport signalport signalport maindataport maindataport maindataport maindataport backupdataport backupdataport backupdataport backupdataport positioncorrectionport gnsssignal controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth controlport dataport eth eth eth eth eth eth eth eth eth eth eth eth controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport eth eth eth eth eth eth eth eth rtk uhf datain gnsssignalin eth eth dataport dataport dataout positioncorrectiondata dataport incoming eth eth eth eth eth eth eth eth dataport incoming rtk uhf datain gnsssignalin eth eth dataport dataport maindataport backupdataport input output output output output eth eth output input input input input maindataport backupdataport emergencysignal buttonpressed emergencysignalin emergencysignalout eth eth eth eth internetaccess apscommunication aiscommunication signalport eth eth veth veth teamedeth dataport dataport dataport et et veth veth teamedeth dataport eth eth uplinkdownlinkport managementport eth eth eth eth controlport eth eth wirelessport controlport dataport navdataport eth eth eth eth signalport dataport emergencydataport dataport maindataport maindataport backupdataport maindataport backupdataport maindataport maindataport backupdataport maindataport maindataport maindataport veth veth teamedeth primarywan secondarywan eth eth eth eth eth eth eth eth redundancyport primarywan secondarywan eth eth eth eth eth eth eth eth redundancyport radiocommunication aiscommunication rcccommunication mobilecommunication eth eth eth eth wirelessport emergencysignal apscommunication rcccommunication internetaccess controlport dataport aiscommunication dataport aiscommunication dataport internetaccess dataport stakeholdercommunication internetaccess dataport apscommunication rcccommunication cloudcommunication ssscommunication clientconnection serverconnection clientconnection serverconnection uhfpositioncorrection gnsssignal correctiondata gnssdata
aps communication architecture rcc apscommunication,27,dpjoystic networkandsystemmanagement nicteaming uam connectivitymanager process ni tpc trc qosc nmt nsu nsm nsc ndbc digitallogbook ism nicteaming siem id internetmodule rccapsmodule trafficmodule controlcomputer asc process asc id asc discover asc cda asc cp asc cam asc mv asc s asc vm asc dk nicteaming primarywanloadbalancer secondarywanloadbalancer,internetaccess apscommunication aiscommunication signalport eth eth veth veth teamedeth dataport dataport dataport et et veth veth teamedeth dataport eth eth uplinkdownlinkport managementport eth eth eth eth controlport eth eth wirelessport controlport dataport navdataport eth eth eth eth signalport dataport emergencydataport dataport maindataport maindataport backupdataport maindataport backupdataport maindataport maindataport backupdataport maindataport maindataport maindataport veth veth teamedeth primarywan secondarywan eth eth eth eth eth eth eth eth redundancyport primarywan secondarywan eth eth eth eth eth eth eth eth redundancyport
aps communication architecture rcc controlcomputer backup,27,asc process asc id asc discover asc cda asc cp asc cam asc mv asc s asc vm asc dk nicteaming,eth eth eth eth signalport dataport emergencydataport dataport maindataport maindataport backupdataport maindataport backupdataport maindataport maindataport backupdataport maindataport maindataport maindataport veth veth teamedeth
aps communication architecture rcc controlcomputer,27,asc process asc id asc discover asc cda asc cp asc cam asc mv asc s asc vm asc dk nicteaming,eth eth eth eth signalport dataport emergencydataport dataport maindataport maindataport backupdataport maindataport backupdataport maindataport maindataport backupdataport maindataport maindataport maindataport veth veth teamedeth
aps communication architecture rcc ism,26,nicteaming siem,et et veth veth teamedeth dataport
aps communication architecture rcc networkandsystemmanagement,26,nicteaming uam connectivitymanager process ni tpc trc qosc nmt nsu nsm nsc ndbc digitallogbook,eth eth veth veth teamedeth dataport dataport dataport
aps communication architecture ship apscommunication,2,ship trafficmodule,aiscommunication dataport
aps communication architecture ss apscommunication,4,shoresensormodule,apscommunication rcccommunication internetaccess controlport dataport
aps communication architecture stakeholder apscommunication,2,apsstakeholder,internetaccess dataport
aps communication architecture ti apscommunication,2,ti trafficmodule,aiscommunication dataport
arch model example cruisecontroller cruisecontrollersystem,7,measurespeed setspeed controlspeed,resume speed set speed inc dec brake cancel force enabled speed desired speed rotate second speed rotate second resume speed set speed inc dec brake cancel speed desired speed enabled speed desired speed force
