Model,Cluster,Component,Feature
AADLib_autopilot_subsys_MCU0_Impl_1,40,"Mem_Bus, Dev_Bus, Modem_Bus, P_dv, T_dv, Compas_dv, V_Air_dv, Cam_dv, Emet_dv, GPS_dv, IR_dv, Ram, N_S_C_proc, AP_Data, channels, data_0, data_1, data_2, data_3, data_4, data_5, data_6, data_7, data_8, ppm_cpt, satus, nb_err, vsupply, Data_Acq_Filt_Th, Alt_Ctrl_Th, Nav_Th, Climb_Ctrl_Th, Stab_Th, Send_MCU1_Th, Send_Grd_Station_Th, Interrupt_SPI_Th1, Interrupt_SPI_Th2, Interrupt_Modem_Th, Interrupt_GPS_Th, Ctrl_By_RC_Th, Proc_0","SPI_Con, D_MCU1_Input, D_MCU0_Output, P_Output, Dev_Bus, T_Output, Dev_Bus, Compas_Output, Dev_Bus, V_Air_Output, Dev_Bus, Video_Output, Dev_Bus, Video_Input, Trans_Data_Output, Video_Output, Trans_Data_Input, Modem_Bus, Dev_Bus, GPS_Output, Error_Output, Dev_Bus, IR_Output, Error_Output, Dev_Bus, Mem_Bus, IR_Input, P_Input, T_Input, Compas_Input, V_Air_Input, MCU1_Data_Input, GPS_Input, Trans_MCU0_Output, Trans_Sol_Output, GPS_Evt_Input, GPS_Output, Altitude_Desiree_Input, Montee_Desiree_Output, GPS_Data_Input, Altitude_Desiree_Output, Montee_Desiree_Input, IR_Input, MCU0_Send_Output, Data_Output, Evt_Rec_SPI_Input, Data_Rec_MCU0_Output, Data_Send_SPI_Output, Evt_Send_SPI_Input, Data_Rec_MCU0_Output, Data_Send_SPI_Output, Data_Send_SPI_Input, Data_Rec_MCU0_Input, Data_Input, Data_Output, GPS_Input, Mem_Bus, Dev_Bus, SPI"
AADLib_AvionicsBusManagers_AvionicsBusMgr_XPS8500_1,36,"EB, L0, L1, L2, L3, B0BC, BCINIT, BCMGR, M0RT, M0RTINIT, M0RTMGR, M1RT, M1RTINIT, M1RTMGR, M2RT, M2RTINIT, M2RTMGR, CPU, Cpu0, Cpu1, Cpu2, Cpu3","EBus, EBus, EBus, EBus, M0RTtoBCMsg, M1RTtoBCMsg, M2RTtoBCMsg, InitComplete, InitComplete, M0RTtoBCMsg, M1RTtoBCMsg, M2RTtoBCMsg, RTtoBCMsg, InitComplete, InitComplete, RTtoBCMsg, RTtoBCMsg, InitComplete, InitComplete, RTtoBCMsg, RTtoBCMsg, InitComplete, InitComplete, RTtoBCMsg, EBUS"
AADLib_Blocks_FPA_block_without_runtime_i_1,4,"datapart, ctrlpart","bus_access, dataout, dataout, ctrlout, ctrlin, ctrlout"
AADLib_Blocks_FPA_block_with_runtime_i_1,5,"datapart, ctrlpart, processing","bus_access, output, dataout, ctrlout, ctrlin, ctrlout, bus_access, raw, compressed"
AADLib_Blocks_memory_management_eight_links_i_1,5,"mm, runtime","bus_access, to_cdmu, link1, link2, link3, link4, link5, link6, link7, link8, bus_access, input, bus_access"
AADLib_Blocks_memory_management_two_links_i_1,5,"mm, runtime","bus_access, to_cdmu, link1, link2, bus_access, input, bus_access"
AADLib_Blocks_obc_i_1,5,"computer1, computer2","bus_access, rawdata1, rawdata2, rawdata3, rawdata4, rawdata5, rawdata6, rawdata7, rawdata8, compressed, bus_access, FPAdata1, FPAdata2, FPAdata3, FPAdata4, FPAdata5, FPAdata6, FPAdata7, compressed, bus_access, FPAdata1, FPAdata2, FPAdata3, FPAdata4, FPAdata5, FPAdata6, FPAdata7, compressed"
AADLib_Car_Car_impl_1,44,"CAN, Process_A, T1, T2, Process_B, T3, T4, T5, T6, Process_C, T7, T8, T9, CPU_A, CPU_B, CPU_C","M1_Out, M2_In, M1_Out, M2_In, M1_In, M2_Out, M3_Out, M2_Out, M1_In, M3_Out, M3_In, M4_In, M3_In, M4_Out"
AADLib_DMS_door_management_imp_1,6,"door1, door2, lgs, dps, ocu, fws, ecam, process_door, door1, door2, doors_mix","handle_position, closed, latched, locked, swivel, de_arrest, lock, warn_diff_pres, warn_slide, handle_position, closed, latched, locked, swivel, de_arrest, lock, warn_diff_pres, warn_slide, in_flight1, on_ground1, engine_running1, emergency_evacuation1, in_flight2, on_ground2, engine_running2, emergency_evacuation2, dps1, dps2, cll, wrn_door1, wrn_door2, info_door1, info_door2, D1_handle_position, D1_closed, D1_latched, D1_locked, D1_swivel, D1_de_arrest, D1_lock, D1_warn_diff_pres, D1_warn_slide, D1_in_flight, D1_on_ground, D1_engine_running, D1_emergency_evacuation, D1_dps, D1_warning_info, D1_ecam_info, D2_handle_position, D2_closed, D2_latched, D2_locked, D2_swivel, D2_de_arrest, D2_lock, D2_warn_diff_pres, D2_warn_slide, D2_in_flight, D2_on_ground, D2_engine_running, D2_emergency_evacuation, D2_warning_info, D2_ecam_info, D2_dps, Mix_cll, handle_position, closed, latched, locked, swivel, de_arrest, lock, warn_diff_pres, warn_slide, in_flight, on_ground, engine_running, emergency_evacuation, dps, door_locked, warning_info, ecam_info, handle_position, closed, latched, locked, swivel, de_arrest, lock, warn_diff_pres, warn_slide, in_flight, on_ground, engine_running, emergency_evacuation, dps, door_locked, warning_info, ecam_info, door1, door2, cll"
AADLib_emaxxv2_power_distrib_emaxxv2_power_1,39,"VBat_bus, V5_1_bus, V5_2_bus, V12_bus, VBatmotors_bus, US1, US2, ODOMETER1, ODOMETER2, RECEIVER, INERTIAL_GPS, TELEMETER, CAMERA_IP, ROUTER_WIFI, VARIATOR, MOTORS, REG_5V_1, REG_5V_2, REG_12V, REG_3V3, BAT_14V_CALC, BAT_14V_MOTORS","proc_evt, Serial_Wire, Supply, proc_evt, Serial_Wire, Supply, proc_evt, Serial_Wire, Supply, proc_evt, Serial_Wire, Supply, proc_evt, Serial_Wire, Supply, proc_evt, Serial_Wire, Supply, proc_evt, Serial_Wire, Supply, proc_evt, PortCom, Supply, proc_evt, Port1, Port2, Port3, Port4, Supply, Serial_Wire, Supply, Serial_Wire, Supply, Power_in, Power_out, Power_in, Power_out, Power_in, Power_out, Power_in, Power_out, Power_out, Power_out"
AADLib_emaxxv2_system_emaxxv2_impl_1,39,"UART_IPC_bus, I2C_bus, TIMER_bus_ARM7, USB1_bus, UART2_bus, ETHERNET1_bus, ETHERNET2_bus, US1, TWI_ARM7, UART0_ARM7, TIMER_ARM7, PWM_ARM7, UART0_ARM9, UART2_ARM9, USB1_ARM9, ETHERNET_ARM9, US2, ODOMETER1, ODOMETER2, RECEIVER, INERTIAL_GPS, TELEMETER, CAMERA_IP, ROUTER_WIFI, proc_1, TM_manager, TC_manager, US_manager, ODOMETER_manager, ACTUATORS_manager, proc_2, CL_manager, SE_manager, D_manager, TELEMETER_manager, INERTIAL_GPS_manager, CAMERA_IP_manager, CPU_ARM7, CPU_ARM9","proc_evt, Serial_Wire, Supply, Serial_Wire, Serial_Wire, Serial_Wire, Serial_Wire, Serial_Wire, Serial_Wire, Serial_Wire, Serial_Wire, proc_evt, Serial_Wire, Supply, proc_evt, Serial_Wire, Supply, proc_evt, Serial_Wire, Supply, proc_evt, Serial_Wire, Supply, proc_evt, Serial_Wire, Supply, proc_evt, Serial_Wire, Supply, proc_evt, PortCom, Supply, proc_evt, Port1, Port2, Port3, Port4, Supply, TM_frame, TC_frame, US1_evt, US2_evt, Odometer1_evt, Odometer2_evt, Receiver_evt, US1_meas, US2_meas, COMPASS_meas, ODOMETER_meas, TM_frame, TC_frame, ACTUATORS_cmd, US1_meas, US2_meas, US1_evt, US2_evt, ODOMETER_meas, Odometer1_evt, Odometer2_evt, ACTUATORS_cmd, Receiver_evt, TC_frame, TM_frame, State_estimation, TC_frame, State_estimation, TM_frame, INERTIAL_GPS_meas, TELEMETER_meas, Decision, Decision, CAMERA_IP_meas, TELEMETER_meas, INERTIAL_GPS_meas, CAMERA_IP_meas, Supply, Supply"
AADLib_Flight_Control_System_fcs_impl_1,41,"i2c, operator, GPS, IMU, platform, node_a, FF, NL, NF, PL, PF, FL, AP, cpu_rm","pos_c, i2c, position, i2c, angle, acc, i2c, order, i2c, pos_c, order, angle, position, acc, angle, angle_o, pos_c, pos_o, acc_c, pos_i, pos_o, acc_c, acc_o, angle_c, acc_i, acc_o, angle_c, angle_o, order, position, acc, acc_i, pos_i, i2c"
AADLib_Flowlatencydata_application_allperiodicdelayed_1,42,"sense, th, actuate, th, compute1, Tstep1, compute2, Tstep2, compute3, Tstep3","db, outed, outed, ined, ined, ined, outed, ined, outed, ined, outed, ined, outed, ined, outed, ined, outed"
AADLib_Flowlatencydata_topsystem_distributedallperiodicdelayed_1,42,"db, pb, sense, th, actuate, th, compute1, Tstep1, compute2, Tstep2, compute3, Tstep3, cpu","outed, outed, ined, ined, ined, outed, ined, outed, ined, outed, ined, outed, ined, outed, ined, outed, db, pb"
AADLib_Flowlatencysampleddata_application_alldatadriven_1,42,"sense, actuate, compute1, Tstep1, compute2, Tstep2, compute3, Tstep3","db, outed, devbus, ined, devbus, ined, outed, ined, outed, ined, outed, ined, outed, ined, outed, ined, outed"
AADLib_Flowlatencysampleddata_application_allperiodicsampled_1,42,"sense, actuate, compute1, Tstep1, compute2, Tstep2, compute3, Tstep3","db, outed, devbus, ined, devbus, ined, outed, ined, outed, ined, outed, ined, outed, ined, outed, ined, outed"
AADLib_Flowlatencysampleddata_hardwareplatform_dual_1,21,"db1, cpubus1, cpu1, cpu2","db, db, pb, db, pb"
AADLib_Flowlatencysampleddata_hardwareplatform_single_1,21,"db1, cpu1","db, db, pb"
AADLib_Flowlatencysampleddata_topsystem_alldatadriven_1,42,"app, sense, actuate, compute1, Tstep1, compute2, Tstep2, compute3, Tstep3, hw, db1, cpu1","db, outed, devbus, ined, devbus, ined, outed, ined, outed, ined, outed, ined, outed, ined, outed, ined, outed, db, db, pb"
AADLib_Flowlatencysampleddata_topsystem_allperiodicsampled_1,42,"app, sense, actuate, compute1, Tstep1, compute2, Tstep2, compute3, Tstep3, hw, db1, cpu1","db, outed, devbus, ined, devbus, ined, outed, ined, outed, ined, outed, ined, outed, ined, outed, ined, outed, db, db, pb"
AADLib_Flowlatencysampleddata_topsystem_distributedalldatadriven_1,42,"app, sense, actuate, compute1, Tstep1, compute2, Tstep2, compute3, Tstep3, hw, db1, cpubus1, cpu1, cpu2","db, outed, devbus, ined, devbus, ined, outed, ined, outed, ined, outed, ined, outed, ined, outed, ined, outed, db, db, pb, db, pb"
AADLib_flyByWire_subsys_MCU1_Impl_1,39,"Mem_Bus, Dev_Bus, Recpt_dv, Cpt_dv, Ser_Rudder_dv, Ser_Elevator_dv, Ser_AileronL_dv, Ser_AileronR_dv, Ser_MotorL_dv, Ser_MotorR_dv, Ram, Proc_RcptCde_PilotServ, System_Mode, Radio_Ok, Radio_Really_Lost, Mega128_Ok, Rec_Dec_Th, Send_Th, Pilot_Serv_Th, Check_Ap_Th, Check_Fail_Th, Interrupt_Elevator_Th, Interrupt_MotorL_Th, Interrupt_MotorR_Th, Interrupt_AileronL_Th, Interrupt_AileronR_Th, Interrupt_Rudder_Th, Interrupt_SPI_1, Interrupt_RC_Th, MCU1_P","SPI_Con, RC_EvtData_Input, AP_EvtData_Input, D_MCU1_Output, RC_Input, RC_Output, RC_Evt_Output, Dev_Bus, Data_Elev_Input, Data_AilL_Input, Data_AilR_Input, Data_MotorL_Input, Data_MotorR_Input, Data_Rudder_Input, Data_Elev_Output, Data_AilL_Output, Data_AilR_Output, Data_MotorL_Output, Data_MotorR_Output, Data_Rudder_Output, Dev_Bus, Data_Input, Dev_bus, Data_Input, Dev_bus, Data_Input, Dev_bus, Data_Input, Dev_bus, Data_Input, Dev_bus, Data_Input, Dev_bus, Mem_Bus, Cde_Elevator_Output, Cde_MotorL_Output, Cde_MotorR_Output, Cde_AileronL_Output, Cde_AileronR_Output, Cde_Rudder_Output, Radio_Cdes_Input, AP_Cdes_Input, Cdes_Vol_Output, RC_Evt_Input, MCU1_Data_Input, Radio_Ok_Input, Radio_Really_Lost_Input, MCU1_Send_Output, Data_Output, Signal_Input, Data_Output, Signal_Input, Data_Output, Signal_Input, Data_Output, Signal_Input, Data_Output, Signal_Input, Data_Output, Signal_Input, Data_Rec_MCU1_Output, Evt_Rec_SPI_Input, Data_Send_SPI_Output, Evt_Send_SPI_Input, AP_Evt_Output, RC_Evt_Input, Mem_Bus, Dev_Bus, SPI"
AADLib_fms_fms_impl_1,41,"bus_can, afdx_network, VL1, VL2, VL3, VL4, VL5, VL6, keyboard, display, sensor_rdc, sw1, sw2, sw3, module1, mainmemory, mem_ku1, mem_mfd1, ku1, KU1, mfd1, MFD1, cpu, partition_KU1, partition_MFD1, module2, mainmemory, mem_fm1, fm1, FM1, cpu, partition_FM1, module3, mainmemory, mem_adiru1, adiru1, ADIRU1, cpu, partition_ADIRU1, module4, mainmemory, mem_ndb, ndb, NDB, cpu, partition_NDB","ph_req, can_access, ph_disp, can_access, ph_pres, afdx_access, afdx_access, afdx_access, afdx_access, can_keyboard_access, can_display_access, afdx_access, ph_req1, ph_wpInfo1, ph_ETA1, ph_wpId1, ph_disp1, req1_apex, wpId1_apex, th_req1, th_wpId1, wpInfo1_apex, ETA1_apex, disp1_apex, th_wpInfo1, th_ETA1, th_disp1, afdx_access, ph_wpId1, ph_answer1, ph_speed1, ph_query1, ph_wpInfo1, ph_ETA1, wpId1_apex, query1_apex, answer1_apex, wpInfo1_apex, speed1_apex, ETA1_apex, th_wpId1, th_query1, th_answer1, th_wpInfo1, th_speed1, th_ETA1, afdx_access, ph_pres1, ph_speed1, pres1_apex, speed1_apex, th_pres1, th_speed1, afdx_access, ph_query1, ph_answer1, query1_apex, answer1_apex, th_query1, th_answer1"
AADLib_ISR_Ticker_System_impl_1,9,"Clock_Device, Driver, ISR, Ticker_Display, Ticker_Printer, CPU","ISR_Out, ISR_Out, ISR_Out, ISR_In, Top"
AADLib_Main_Ardupilot_Ardupilot_Map_impl_1,38,"Multiplexer, SPI5, SPI6, ATM328, Flash_Memory, SRAM, EEPROM, AT45, Flash_Memory, SRAM, EEPROM, ESC, Battery, aileron, RC_Rx, elevator, Motor, process_Ardupilot, prs_gps, prs_mgmt, prs_throttle, prs_yaw, Ardupilot, Multiplexer, SPI5, SPI6, ATM328, Flash_Memory, SRAM, EEPROM, AT45, Flash_Memory, SRAM, EEPROM","SPort, GPSport, XY_port, Z_port, Bvolt, SI_Bv, Pres, CTRL, IN1, IN2, IN3, IN4, IN5V, Mux_in1, Mux_in2, Out1, Out2, Out3, Out4, YLed, BLed, RBFF, VccLed, A1, B1, A2, B2, A3, B3, A4, B4, Y1, Y2, Y3, Y4, Ab_B, Gb, MISO, MOSI, SCLK, SS, RST, MISO, MOSI, SCLK, SS, RST, PB0, PB1, PB2, PB3, PB4, PB5, PB6, PB7, PC0, PC1, PC2, PC3, PC4, PC5, PC6, PD0, PD1, PD2, PD3, PD4, PD5, PD6, PD7, GND, VCC, AREF, AVCC, PB0, PB1, PB2, PB3, PB4, PB5, GND, VCC, pin, outM, Vin, Vout, ail, ch1, ch2, ch3, ch4, ch5, ch6, ele, pin, gps_pos, gps_pos, speed, angle, speed, angle, SPort, GPSport, XY_port, Z_port, Bvolt, SI_Bv, Pres, CTRL, IN1, IN2, IN3, IN4, IN5V, Mux_in1, Mux_in2, Out1, Out2, Out3, Out4, YLed, BLed, RBFF, VccLed, A1, B1, A2, B2, A3, B3, A4, B4, Y1, Y2, Y3, Y4, Ab_B, Gb, MISO, MOSI, SCLK, SS, RST, MISO, MOSI, SCLK, SS, RST, PB0, PB1, PB2, PB3, PB4, PB5, PB6, PB7, PC0, PC1, PC2, PC3, PC4, PC5, PC6, PD0, PD1, PD2, PD3, PD4, PD5, PD6, PD7, GND, VCC, AREF, AVCC, PB0, PB1, PB2, PB3, PB4, PB5, GND, VCC"
AADLib_Main_Ardupilot_Ardupilot_Shield_impl_1,38,"GPS, XYZ, Shield","VIN, TX, RX, GND, PPS, X, Y, pin1, pin2, pin3, pin4, out_XY, out_Z, V3_3, V5, ada_gps, XY_in, Z_in"
AADLib_mars_pathfinder_sys_mars_pathfinder_correct_1,40,"VME, bus_1553, radio, coupler, camera, altimeter, accelerometer, meterological, sun_sensors, star_analyser, thrusters, valves, memories, prs_PSC, data_rw, bus_scheduling, data_distribution, control_task, radio_task, camera_task, mesure_task, meteo_task, rs_6000","emission_data, reception_data, req_access_vme, camera_control, emission_data, control_data, reception_data, images_data, measured_data, req_access_1553, camera_control, images_data, req_access_vme, measured_data, req_access_1553, X, Y, Z, measured_data, req_access_1553, measured_data, req_access_1553, measured_data, req_access_1553, measured_data, req_access_1553, control_data, req_access_1553, control_data, req_access_1553, req_access_vme, camera_control, emission_data, control_data, reception_data, images_data, measured_data, control_data, measured_data, req_data_rw, req_data_rw, reception_data, emission_data, images_data, camera_control, req_data_rw, req_data_rw, req_access_vme"
AADLib_mars_pathfinder_sys_mars_pathfinder_impl_1,40,"VME, bus_1553, radio, coupler, camera, altimeter, accelerometer, meterological, sun_sensors, star_analyser, thrusters, valves, memories, prs_PSC, data_rw, bus_scheduling, data_distribution, control_task, radio_task, camera_task, mesure_task, meteo_task, rs_6000","emission_data, reception_data, req_access_vme, camera_control, emission_data, control_data, reception_data, images_data, measured_data, req_access_1553, camera_control, images_data, req_access_vme, measured_data, req_access_1553, X, Y, Z, measured_data, req_access_1553, measured_data, req_access_1553, measured_data, req_access_1553, measured_data, req_access_1553, control_data, req_access_1553, control_data, req_access_1553, req_access_vme, camera_control, emission_data, control_data, reception_data, images_data, measured_data, control_data, measured_data, req_data_rw, req_data_rw, reception_data, emission_data, images_data, camera_control, req_data_rw, req_data_rw, req_access_vme"
AADLib_MinePump_BA_MinePump_impl_1,44,"Software, WaterLevelMonitoring_Thread, MethaneMonitoring_Thread, PumpCtrl_Thread, WaterAlarm_Thread, Hardware","WaterAlarm, MethaneLevel, WaterAlarm, MethaneLevel, WaterLevel, WaterAlarm"
AADLib_MinePump_MinePump_impl_1,44,"Software, WaterLevelMonitoring_Thread, MethaneMonitoring_Thread, PumpCtrl_Thread, WaterAlarm_Thread, Hardware","WaterAlarm, MethaneLevel, WaterAlarm, MethaneLevel, WaterLevel, WaterAlarm"
AADLib_minirocket_system_minirocket_impl_1,39,"I2C_bus, USB1_bus, UART1_bus, UART2_bus, TWI_ARM9, UART1_ARM9, UART2_ARM9, USB1_ARM9, PRESSURE, INERTIAL, GPS, CAMERA, proc_2, TM_manager, TC_manager, PRESSURE_manager, CL_manager, SE_manager, D_manager, GPS_manager, INERTIAL_manager, CAMERA_manager, CPU_ARM9","Serial_Wire, Serial_Wire, Serial_Wire, Serial_Wire, proc_evt, Serial_Wire, proc_evt, Serial_Wire, proc_evt, Serial_Wire, proc_evt, Serial_Wire, Supply, TC_frame, TM_frame, PRESSURE_meas, TM_frame, TC_frame, PRESSURE_meas, State_estimation, TC_frame, State_estimation, TM_frame, GPS_meas, INERTIAL_meas, Decision, Decision, CAMERA_meas, GPS_meas, INERTIAL_meas, CAMERA_meas, Supply"
AADLib_Mixin_Demo_impl_1,38,"Mix_1, Mix_2","Port_1, Port_2, Port_1, Port_2"
